index,Year, Month, Day,     Extent 10^6 sq km,    Missing 10^6 sq km, Source Data
4275,1995,1,16,5.541,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.16/nt_19950116_f11_v1.1_s.bin']
4276,1995,1,17,5.418,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.17/nt_19950117_f11_v1.1_s.bin']
4277,1995,1,18,5.324,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.18/nt_19950118_f11_v1.1_s.bin']
4278,1995,1,19,5.272,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.19/nt_19950119_f11_v1.1_s.bin']
4279,1995,1,20,5.131,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.20/nt_19950120_f11_v1.1_s.bin']
4280,1995,1,21,5.071,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.21/nt_19950121_f11_v1.1_s.bin']
4281,1995,1,22,4.978,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.22/nt_19950122_f11_v1.1_s.bin']
4282,1995,1,23,4.896,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.23/nt_19950123_f11_v1.1_s.bin']
4283,1995,1,24,4.813,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.24/nt_19950124_f11_v1.1_s.bin']
4284,1995,1,25,4.741,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.25/nt_19950125_f11_v1.1_s.bin']
4285,1995,1,26,4.681,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.26/nt_19950126_f11_v1.1_s.bin']
4286,1995,1,27,4.56,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.27/nt_19950127_f11_v1.1_s.bin']
4287,1995,1,28,4.475,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.28/nt_19950128_f11_v1.1_s.bin']
4288,1995,1,29,4.416,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.29/nt_19950129_f11_v1.1_s.bin']
4289,1995,1,30,4.374,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.30/nt_19950130_f11_v1.1_s.bin']
4290,1995,1,31,4.286,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.01.31/nt_19950131_f11_v1.1_s.bin']
4291,1995,2,1,4.131,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.01/nt_19950201_f11_v1.1_s.bin']
4292,1995,2,2,4.048,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.02/nt_19950202_f11_v1.1_s.bin']
4293,1995,2,3,3.993,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.03/nt_19950203_f11_v1.1_s.bin']
4294,1995,2,4,3.954,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.04/nt_19950204_f11_v1.1_s.bin']
4295,1995,2,5,3.843,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.05/nt_19950205_f11_v1.1_s.bin']
4296,1995,2,6,3.874,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.06/nt_19950206_f11_v1.1_s.bin']
4297,1995,2,7,3.738,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.07/nt_19950207_f11_v1.1_s.bin']
4298,1995,2,8,3.683,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.08/nt_19950208_f11_v1.1_s.bin']
4299,1995,2,9,3.615,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.09/nt_19950209_f11_v1.1_s.bin']
4300,1995,2,10,3.539,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.10/nt_19950210_f11_v1.1_s.bin']
4301,1995,2,11,3.508,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.11/nt_19950211_f11_v1.1_s.bin']
4302,1995,2,12,3.48,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.12/nt_19950212_f11_v1.1_s.bin']
4303,1995,2,13,3.419,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.13/nt_19950213_f11_v1.1_s.bin']
4304,1995,2,14,3.37,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.14/nt_19950214_f11_v1.1_s.bin']
4305,1995,2,15,3.37,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.15/nt_19950215_f11_v1.1_s.bin']
4306,1995,2,16,3.418,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.16/nt_19950216_f11_v1.1_s.bin']
4307,1995,2,17,3.355,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.17/nt_19950217_f11_v1.1_s.bin']
4308,1995,2,18,3.38,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.18/nt_19950218_f11_v1.1_s.bin']
4309,1995,2,19,3.414,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.19/nt_19950219_f11_v1.1_s.bin']
4310,1995,2,20,3.401,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.20/nt_19950220_f11_v1.1_s.bin']
4311,1995,2,21,3.395,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.21/nt_19950221_f11_v1.1_s.bin']
4312,1995,2,22,3.401,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.22/nt_19950222_f11_v1.1_s.bin']
4313,1995,2,23,3.339,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.23/nt_19950223_f11_v1.1_s.bin']
4314,1995,2,24,3.33,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.24/nt_19950224_f11_v1.1_s.bin']
4315,1995,2,25,3.358,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.25/nt_19950225_f11_v1.1_s.bin']
4316,1995,2,26,3.352,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.26/nt_19950226_f11_v1.1_s.bin']
4317,1995,2,27,3.448,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.27/nt_19950227_f11_v1.1_s.bin']
4318,1995,2,28,3.546,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.02.28/nt_19950228_f11_v1.1_s.bin']
4319,1995,3,1,3.618,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.01/nt_19950301_f11_v1.1_s.bin']
4320,1995,3,2,3.635,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.02/nt_19950302_f11_v1.1_s.bin']
4321,1995,3,3,3.689,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.03/nt_19950303_f11_v1.1_s.bin']
4322,1995,3,4,3.749,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.04/nt_19950304_f11_v1.1_s.bin']
4323,1995,3,5,3.825,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.05/nt_19950305_f11_v1.1_s.bin']
4324,1995,3,6,3.908,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.06/nt_19950306_f11_v1.1_s.bin']
4325,1995,3,7,3.921,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.07/nt_19950307_f11_v1.1_s.bin']
4326,1995,3,8,3.99,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.08/nt_19950308_f11_v1.1_s.bin']
4327,1995,3,9,4.049,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.09/nt_19950309_f11_v1.1_s.bin']
4328,1995,3,10,4.131,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.10/nt_19950310_f11_v1.1_s.bin']
4329,1995,3,11,4.191,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.11/nt_19950311_f11_v1.1_s.bin']
4330,1995,3,12,4.311,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.12/nt_19950312_f11_v1.1_s.bin']
4331,1995,3,13,4.363,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.13/nt_19950313_f11_v1.1_s.bin']
4332,1995,3,14,4.425,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.14/nt_19950314_f11_v1.1_s.bin']
4333,1995,3,15,4.516,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.15/nt_19950315_f11_v1.1_s.bin']
4334,1995,3,16,4.602,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.16/nt_19950316_f11_v1.1_s.bin']
4335,1995,3,17,4.733,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.17/nt_19950317_f11_v1.1_s.bin']
4336,1995,3,18,4.807,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.18/nt_19950318_f11_v1.1_s.bin']
4337,1995,3,19,4.815,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.19/nt_19950319_f11_v1.1_s.bin']
4338,1995,3,20,4.799,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.20/nt_19950320_f11_v1.1_s.bin']
4339,1995,3,21,4.986,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.21/nt_19950321_f11_v1.1_s.bin']
4340,1995,3,22,5.106,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.22/nt_19950322_f11_v1.1_s.bin']
4341,1995,3,23,5.194,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.23/nt_19950323_f11_v1.1_s.bin']
4342,1995,3,24,5.272,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.24/nt_19950324_f11_v1.1_s.bin']
4343,1995,3,25,5.387,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.25/nt_19950325_f11_v1.1_s.bin']
4344,1995,3,26,5.484,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.26/nt_19950326_f11_v1.1_s.bin']
4345,1995,3,27,5.466,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.27/nt_19950327_f11_v1.1_s.bin']
4346,1995,3,28,5.499,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.28/nt_19950328_f11_v1.1_s.bin']
4347,1995,3,29,5.612,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.29/nt_19950329_f11_v1.1_s.bin']
4348,1995,3,30,5.606,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.30/nt_19950330_f11_v1.1_s.bin']
4349,1995,3,31,5.73,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.03.31/nt_19950331_f11_v1.1_s.bin']
4350,1995,4,1,5.814,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.01/nt_19950401_f11_v1.1_s.bin']
4351,1995,4,2,5.977,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.02/nt_19950402_f11_v1.1_s.bin']
4352,1995,4,3,6.113,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.03/nt_19950403_f11_v1.1_s.bin']
4353,1995,4,4,6.16,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.04/nt_19950404_f11_v1.1_s.bin']
4354,1995,4,5,6.225,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.05/nt_19950405_f11_v1.1_s.bin']
4355,1995,4,6,6.34,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.06/nt_19950406_f11_v1.1_s.bin']
4356,1995,4,7,6.467,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.07/nt_19950407_f11_v1.1_s.bin']
4357,1995,4,8,6.619,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.08/nt_19950408_f11_v1.1_s.bin']
4358,1995,4,9,6.685,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.09/nt_19950409_f11_v1.1_s.bin']
4359,1995,4,10,6.757,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.10/nt_19950410_f11_v1.1_s.bin']
4360,1995,4,11,6.819,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.11/nt_19950411_f11_v1.1_s.bin']
4361,1995,4,12,6.899,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.12/nt_19950412_f11_v1.1_s.bin']
4362,1995,4,13,6.962,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.13/nt_19950413_f11_v1.1_s.bin']
4363,1995,4,14,7.085,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.14/nt_19950414_f11_v1.1_s.bin']
4364,1995,4,15,7.163,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.15/nt_19950415_f11_v1.1_s.bin']
4365,1995,4,16,7.277,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.16/nt_19950416_f11_v1.1_s.bin']
4366,1995,4,17,7.391,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.17/nt_19950417_f11_v1.1_s.bin']
4367,1995,4,18,7.517,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.18/nt_19950418_f11_v1.1_s.bin']
4368,1995,4,19,7.599,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.19/nt_19950419_f11_v1.1_s.bin']
4369,1995,4,20,7.683,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.20/nt_19950420_f11_v1.1_s.bin']
4370,1995,4,21,7.801,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.21/nt_19950421_f11_v1.1_s.bin']
4371,1995,4,22,7.917,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.22/nt_19950422_f11_v1.1_s.bin']
4372,1995,4,23,8.02,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.23/nt_19950423_f11_v1.1_s.bin']
4373,1995,4,24,8.111,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.24/nt_19950424_f11_v1.1_s.bin']
4374,1995,4,25,8.192,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.25/nt_19950425_f11_v1.1_s.bin']
4375,1995,4,26,8.303,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.26/nt_19950426_f11_v1.1_s.bin']
4376,1995,4,27,8.397,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.27/nt_19950427_f11_v1.1_s.bin']
4377,1995,4,28,8.531,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.28/nt_19950428_f11_v1.1_s.bin']
4378,1995,4,29,8.575,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.29/nt_19950429_f11_v1.1_s.bin']
4379,1995,4,30,8.63,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.04.30/nt_19950430_f11_v1.1_s.bin']
4380,1995,5,1,8.64,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.01/nt_19950501_f11_v1.1_s.bin']
4381,1995,5,2,8.68,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.02/nt_19950502_f11_v1.1_s.bin']
4382,1995,5,3,8.809,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.03/nt_19950503_f11_v1.1_s.bin']
4383,1995,5,4,8.964,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.04/nt_19950504_f11_v1.1_s.bin']
4384,1995,5,5,9.112,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.05/nt_19950505_f11_v1.1_s.bin']
4385,1995,5,6,9.216,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.06/nt_19950506_f11_v1.1_s.bin']
4386,1995,5,7,9.366,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.07/nt_19950507_f11_v1.1_s.bin']
4387,1995,5,8,9.546,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.08/nt_19950508_f11_v1.1_s.bin']
4388,1995,5,9,9.669,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.09/nt_19950509_f11_v1.1_s.bin']
4389,1995,5,10,9.839,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.10/nt_19950510_f11_v1.1_s.bin']
4390,1995,5,11,9.968,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.11/nt_19950511_f11_v1.1_s.bin']
4391,1995,5,12,10.024,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.12/nt_19950512_f11_v1.1_s.bin']
4392,1995,5,13,10.121,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.13/nt_19950513_f11_v1.1_s.bin']
4393,1995,5,14,10.278,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.14/nt_19950514_f11_v1.1_s.bin']
4394,1995,5,15,10.399,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.15/nt_19950515_f11_v1.1_s.bin']
4395,1995,5,16,10.5,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.16/nt_19950516_f11_v1.1_s.bin']
4396,1995,5,17,10.587,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.17/nt_19950517_f11_v1.1_s.bin']
4397,1995,5,18,10.684,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.18/nt_19950518_f11_v1.1_s.bin']
4398,1995,5,19,10.771,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.19/nt_19950519_f11_v1.1_s.bin']
4399,1995,5,20,10.911,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.20/nt_19950520_f11_v1.1_s.bin']
4400,1995,5,21,11.065,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.21/nt_19950521_f11_v1.1_s.bin']
4401,1995,5,22,11.112,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.22/nt_19950522_f11_v1.1_s.bin']
4402,1995,5,23,11.198,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.23/nt_19950523_f11_v1.1_s.bin']
4403,1995,5,24,11.375,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.24/nt_19950524_f11_v1.1_s.bin']
4404,1995,5,25,11.484,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.25/nt_19950525_f11_v1.1_s.bin']
4405,1995,5,26,11.542,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.26/nt_19950526_f11_v1.1_s.bin']
4406,1995,5,27,11.652,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.27/nt_19950527_f11_v1.1_s.bin']
4407,1995,5,28,11.695,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.28/nt_19950528_f11_v1.1_s.bin']
4408,1995,5,29,11.809,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.29/nt_19950529_f11_v1.1_s.bin']
4409,1995,5,30,11.906,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.30/nt_19950530_f11_v1.1_s.bin']
4410,1995,5,31,11.958,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.05.31/nt_19950531_f11_v1.1_s.bin']
4411,1995,6,1,12.099,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.01/nt_19950601_f11_v1.1_s.bin']
4412,1995,6,2,12.204,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.02/nt_19950602_f11_v1.1_s.bin']
4413,1995,6,3,12.283,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.03/nt_19950603_f11_v1.1_s.bin']
4414,1995,6,4,12.432,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.04/nt_19950604_f11_v1.1_s.bin']
4415,1995,6,5,12.55,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.05/nt_19950605_f11_v1.1_s.bin']
4416,1995,6,6,12.668,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.06/nt_19950606_f11_v1.1_s.bin']
4417,1995,6,7,12.705,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.07/nt_19950607_f11_v1.1_s.bin']
4418,1995,6,8,12.72,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.08/nt_19950608_f11_v1.1_s.bin']
4419,1995,6,9,12.769,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.09/nt_19950609_f11_v1.1_s.bin']
4420,1995,6,10,12.863,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.10/nt_19950610_f11_v1.1_s.bin']
4421,1995,6,11,12.886,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.11/nt_19950611_f11_v1.1_s.bin']
4422,1995,6,12,12.896,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.12/nt_19950612_f11_v1.1_s.bin']
4423,1995,6,13,13.02,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.13/nt_19950613_f11_v1.1_s.bin']
4424,1995,6,14,13.064,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.14/nt_19950614_f11_v1.1_s.bin']
4425,1995,6,15,13.107,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.15/nt_19950615_f11_v1.1_s.bin']
4426,1995,6,16,13.112,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.16/nt_19950616_f11_v1.1_s.bin']
4427,1995,6,17,13.165,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.17/nt_19950617_f11_v1.1_s.bin']
4428,1995,6,18,13.293,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.18/nt_19950618_f11_v1.1_s.bin']
4429,1995,6,19,13.368,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.19/nt_19950619_f11_v1.1_s.bin']
4430,1995,6,20,13.617,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.20/nt_19950620_f11_v1.1_s.bin']
4431,1995,6,21,13.749,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.21/nt_19950621_f11_v1.1_s.bin']
4432,1995,6,22,13.905,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.22/nt_19950622_f11_v1.1_s.bin']
4433,1995,6,23,14.02,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.23/nt_19950623_f11_v1.1_s.bin']
4434,1995,6,24,14.073,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.24/nt_19950624_f11_v1.1_s.bin']
4435,1995,6,25,14.122,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.25/nt_19950625_f11_v1.1_s.bin']
4436,1995,6,26,14.241,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.26/nt_19950626_f11_v1.1_s.bin']
4437,1995,6,27,14.363,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.27/nt_19950627_f11_v1.1_s.bin']
4438,1995,6,28,14.4,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.28/nt_19950628_f11_v1.1_s.bin']
4439,1995,6,29,14.461,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.29/nt_19950629_f11_v1.1_s.bin']
4440,1995,6,30,14.541,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.06.30/nt_19950630_f11_v1.1_s.bin']
4441,1995,7,1,14.665,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.01/nt_19950701_f11_v1.1_s.bin']
4442,1995,7,2,14.792,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.02/nt_19950702_f11_v1.1_s.bin']
4443,1995,7,3,14.91,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.03/nt_19950703_f11_v1.1_s.bin']
4444,1995,7,4,14.974,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.04/nt_19950704_f11_v1.1_s.bin']
4445,1995,7,5,15.027,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.05/nt_19950705_f11_v1.1_s.bin']
4446,1995,7,6,15.081,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.06/nt_19950706_f11_v1.1_s.bin']
4447,1995,7,7,15.147,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.07/nt_19950707_f11_v1.1_s.bin']
4448,1995,7,8,15.164,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.08/nt_19950708_f11_v1.1_s.bin']
4449,1995,7,9,15.231,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.09/nt_19950709_f11_v1.1_s.bin']
4450,1995,7,10,15.37,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.10/nt_19950710_f11_v1.1_s.bin']
4451,1995,7,11,15.416,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.11/nt_19950711_f11_v1.1_s.bin']
4452,1995,7,12,15.53,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.12/nt_19950712_f11_v1.1_s.bin']
4453,1995,7,13,15.566,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.13/nt_19950713_f11_v1.1_s.bin']
4454,1995,7,14,15.7,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.14/nt_19950714_f11_v1.1_s.bin']
4455,1995,7,15,15.754,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.15/nt_19950715_f11_v1.1_s.bin']
4456,1995,7,16,15.732,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.16/nt_19950716_f11_v1.1_s.bin']
4457,1995,7,17,15.722,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.17/nt_19950717_f11_v1.1_s.bin']
4458,1995,7,18,15.711,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.18/nt_19950718_f11_v1.1_s.bin']
4459,1995,7,19,15.746,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.19/nt_19950719_f11_v1.1_s.bin']
4460,1995,7,20,15.859,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.20/nt_19950720_f11_v1.1_s.bin']
4461,1995,7,21,15.926,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.21/nt_19950721_f11_v1.1_s.bin']
4462,1995,7,22,16.083,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.22/nt_19950722_f11_v1.1_s.bin']
4463,1995,7,23,16.234,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.23/nt_19950723_f11_v1.1_s.bin']
4464,1995,7,24,16.403,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.24/nt_19950724_f11_v1.1_s.bin']
4465,1995,7,25,16.482,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.25/nt_19950725_f11_v1.1_s.bin']
4466,1995,7,26,16.508,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.26/nt_19950726_f11_v1.1_s.bin']
4467,1995,7,27,16.5,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.27/nt_19950727_f11_v1.1_s.bin']
4468,1995,7,28,16.564,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.28/nt_19950728_f11_v1.1_s.bin']
4469,1995,7,29,16.656,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.29/nt_19950729_f11_v1.1_s.bin']
4470,1995,7,30,16.763,0.0, ['/ecs/DP1/PM/NSIDC-0051.001/1995.07.30/nt_19950730_f11_v1.1_s.bin']
